É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2024/10/13 09:28:46

,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs
2024/8/6,66,8,1,1006.3,8,1,0.0,0,8,1,30.8,8,1,36.4,8,1,27.0,8,1
2024/8/7,62,8,1,1004.9,8,1,0,1,8,1,30.2,8,1,36.7,8,1,26.6,8,1
2024/8/8,57,8,1,1003.7,8,1,0,1,8,1,30.2,8,1,36.6,8,1,24.2,8,1
2024/8/9,56,8,1,1002.5,8,1,0,1,8,1,30.5,8,1,37.5,8,1,25.4,8,1
2024/8/10,62,8,1,1002.0,8,1,0,1,8,1,29.8,8,1,34.9,8,1,26.1,8,1
2024/8/11,61,8,1,1001.7,8,1,0,1,8,1,29.8,8,1,36.0,8,1,25.5,8,1
2024/8/12,62,8,1,1003.1,8,1,0,1,8,1,29.8,8,1,34.9,8,1,25.4,8,1
2024/8/13,61,8,1,1006.3,8,1,0,1,8,1,31.1,8,1,37.6,8,1,26.1,8,1
2024/8/14,63,8,1,1007.1,8,1,0.0,0,8,1,31.4,8,1,37.9,8,1,26.7,8,1
2024/8/15,67,8,1,1006.2,8,1,2.0,0,8,1,30.6,8,1,36.8,8,1,27.1,8,1
2024/8/16,70,8,1,1005.4,8,1,0.0,0,8,1,29.2,8,1,32.9,8,1,27.2,8,1
2024/8/17,70,8,1,1008.4,8,1,0,1,8,1,28.7,8,1,33.4,8,1,25.9,8,1
2024/8/18,64,8,1,1009.6,8,1,0,1,8,1,30.7,8,1,37.1,8,1,25.1,8,1
2024/8/19,74,8,1,1012.8,8,1,4.0,0,8,1,28.6,8,1,32.2,8,1,25.7,8,1
2024/8/20,85,8,1,1014.5,8,1,40.5,0,8,1,27.0,8,1,32.7,8,1,23.5,8,1
2024/8/21,71,8,1,1012.3,8,1,0,1,8,1,30.2,8,1,35.9,8,1,25.4,8,1
2024/8/22,63,8,1,1010.7,8,1,0,1,8,1,31.7,8,1,37.9,8,1,26.8,8,1
2024/8/23,60,8,1,1010.9,8,1,0,1,8,1,32.0,8,1,38.0,8,1,28.0,8,1
2024/8/24,64,8,1,1011.4,8,1,0,1,8,1,31.2,8,1,37.7,8,1,27.4,8,1
2024/8/25,74,8,1,1010.4,8,1,19.0,0,8,1,29.0,8,1,36.4,8,1,25.1,8,1
2024/8/26,73,8,1,1009.8,8,1,1.5,0,8,1,29.3,8,1,35.0,8,1,25.5,8,1
2024/8/27,72,8,1,1008.4,8,1,1.5,0,8,1,29.5,8,1,35.5,8,1,27.0,8,1
2024/8/28,70,8,1,1010.0,8,1,0.0,0,8,1,28.4,8,1,32.7,8,1,25.8,8,1
2024/8/29,78,8,1,1007.7,8,1,15.0,0,8,1,27.0,8,1,28.8,8,1,25.0,8,1
2024/8/30,70,8,1,1001.7,8,1,1.5,0,8,1,30.2,8,1,34.8,8,1,27.0,8,1
2024/8/31,81,8,1,1001.4,8,1,14.5,0,8,1,26.9,8,1,28.6,8,1,25.0,8,1
